q000	query	为这个句子生成表示以用于检索相关文章：两株相对性状的豌豆杂交，只长出4粒种子且全是圆粒，能说圆粒一定是显性吗？	0
q001	query	为这个句子生成表示以用于检索相关文章：为什么携带线粒体致病基因却不一定患病？其中原因是什么？	0
q002	query	为这个句子生成表示以用于检索相关文章：产前诊断能治好胎儿的遗传病吗？它到底能起什么作用？	0
q003	query	为这个句子生成表示以用于检索相关文章：写遗传图解要写几行？我老是漏一行被扣分，漏的是哪行？	0
q004	query	为这个句子生成表示以用于检索相关文章：判断一株植物是纯合还是杂合，方法我总搞混，一共有哪几种？	0
q005	query	为这个句子生成表示以用于检索相关文章：基因检测和产前诊断是一回事吗？基因治疗已经用在临床上了吗？	0
q006	query	为这个句子生成表示以用于检索相关文章：调查红绿色盲的发病率，同学说只查色盲学生的家庭就行，这样对吗？	0
q007	query	为这个句子生成表示以用于检索相关文章：题目说"人类基因组计划需要测定24条染色体的碱基序列"，为什么不是23条？	0
q008	query	为这个句子生成表示以用于检索相关文章：题目说两条姐妹染色单体上分别是A和a，为什么答案说不一定是交叉互换？	0
q009	query	为这个句子生成表示以用于检索相关文章：三种铁的氧化物里哪种能被磁铁吸引，它们颜色各有什么不同？	0
q010	query	为这个句子生成表示以用于检索相关文章：从海水中提取镁要经过哪四个步骤？	0
q011	query	为这个句子生成表示以用于检索相关文章：实验室制取氢氧化铝为什么用氨水而不用氢氧化钠？	0
q012	query	为这个句子生成表示以用于检索相关文章：实验室制氢氧化亚铁时，为什么要把胶头滴管的尖嘴伸到氢氧化钠溶液的液面下？	0
q013	query	为这个句子生成表示以用于检索相关文章：工业上制金属钠为什么电解熔融氯化钠，而不电解饱和食盐水？	0
q014	query	为这个句子生成表示以用于检索相关文章：某铁的氧化物中铁元素与氧元素的质量比为21:8，求它的化学式	0
q015	query	为这个句子生成表示以用于检索相关文章：铁、亚铁离子和铁离子之间互相转化，分别该选什么试剂？	0
q016	query	为这个句子生成表示以用于检索相关文章：铁粉放入稀盐酸中，离子方程式怎么写？	0
q017	query	为这个句子生成表示以用于检索相关文章：镁条着火时为什么不能用二氧化碳灭火器去灭？	0
q018	query	为这个句子生成表示以用于检索相关文章：为什么硫酸钡能用作钡餐进行消化道检查，碳酸钡却绝对不能用？	0
q019	query	为这个句子生成表示以用于检索相关文章：亚硫酸氢钠溶液为什么显酸性？我以为弱酸强碱盐应该显碱性	0
q020	query	为这个句子生成表示以用于检索相关文章：实验室里闻气体气味时，为什么不能把鼻子凑到容器口直接闻？	0
q021	query	为这个句子生成表示以用于检索相关文章：某组同学把二氧化硫通入硫化钠溶液，出现淡黄色沉淀，反应原理是什么？	0
q022	query	为这个句子生成表示以用于检索相关文章：氨的喷泉实验结束后，液面刚好充满圆底烧瓶，标准状况下瓶中溶液的物质的量浓度是多少？	0
q023	query	为这个句子生成表示以用于检索相关文章：浓硝酸为什么能用铁桶盛放？铁不是会跟硝酸反应吗？	0
q024	query	为这个句子生成表示以用于检索相关文章：浓硫酸转化成二氧化硫这一步我卡住了，到底该用什么试剂？	0
q025	query	为这个句子生成表示以用于检索相关文章：硫跟铁、铜这些变价金属反应时，产物为什么一定是低价硫化物？	0
q026	query	为这个句子生成表示以用于检索相关文章：硫酸型酸雨是怎么形成的？防治它可以采取哪些措施？	0
